run, planet, initial e, final e, mean e, min e, max e, sd e, initial pericenter, final pericenter, mean pericenter, min pericenter, max pericenter, sd pericenter, initial jacobi, final jacobi, mean jacobi, min jacobi, max jacobi, sd jacobi, initial mhr1, final mhr1, mean mhr1, min mhr1, max mhr1, sd mhr1, initial mhr2, final mhr2, mean mhr2, min mhr2, max mhr2, sd mhr2, initial a1_ratio, final a1_ratio, mean a1_ratio, min a1_ratio, max a1_ratio, sd a1_ratio, initial a2_ratio, final a2_ratio, mean a2_ratio, min a2_ratio, max a2_ratio, sd a2_ratio, initial mass1_ratio, final mass1_ratio, mean mass1_ratio, min mass1_ratio, max mass1_ratio, sd mass1_ratio, initial mass2_ratio, final mass2_ratio, mean mass2_ratio, min mass2_ratio, max mass2_ratio, sd mass2_ratio, end time, fate
1, 1, 0.0701205551129, 0.30307807347300003, 0.3603685039578687, 0.007424134888439999, 0.831558010337, 0.18747368076214682, 0.7363977725393172, 0.994645789880165, 0.7235556741173973, 0.22273973398296876, 1.613433693476349, 0.26731875913753517, 0.847422596372, 1.24326798263, 1.2348301390961256, 0.23196804109900002, 3.0369004728099998, 0.4632353671939474, 0.038658433739528514, 0.04847712883497207, 0.0444682811975733, 0.03796930352651185, 0.062161699654304625, 0.004204354230636222, 0.02448987647610315, 0.023430795732019893, 0.02072931300332826, 0.016531084280861332, 0.031362377744052816, 0.002806858007566852, 0.5697788581582653, 1.0904906729249193, 0.8475543950515426, 0.5137592679697155, 1.764210979029939, 0.2456894175481496, 0.4678048299098043, 1.5021022862415172, 1.2151405518192546, 0.4113988893619337, 2.37561456257476, 0.33449612737110557, 0.11838955185745223, 0.11838955185745223, 0.11838955185745224, 0.11838955185745223, 0.11838955185745223, 1.3877787807814457e-17, 1.5977134918766829, 1.5977134918766829, 1.5977134918766827, 1.5977134918766829, 1.5977134918766829, 2.220446049250313e-16, 217891.6626668, ejected
1, 2, 0.0827062717208, 0.292972986548, 0.21684136024321146, 0.038957221784000004, 0.422401673398, 0.058499477348332, 1.2749346136694164, 0.9253336849460786, 1.0691275259544404, 0.7459811214902476, 1.3667915745234755, 0.08835000269541327, 1.50184362624, 1.5423512858200001, 1.3966771726953613, 0.801083574366, 2.0024580072, 0.22245696839544377, 0.038658433739528514, 0.04847712883497207, 0.0444682811975733, 0.03796930352651185, 0.062161699654304625, 0.004204354230636222, 0.0538908043200562, 0.03948880017757676, 0.04063110037431219, 0.038479739647206884, 0.05839422875290474, 0.0027523564777185787, 1.7550668749492873, 0.9170183889035888, 1.2834232002334158, 0.5668256302031719, 1.9464369060471076, 0.3726622978239117, 0.8210287609159832, 1.3774554184975933, 1.440126332271682, 0.7084105779886036, 1.619811366157092, 0.12908711493071445, 8.446691319552059, 8.446691319552059, 8.446691319552059, 8.446691319552059, 8.446691319552059, 0.0, 13.495392682965985, 13.495392682965985, 13.495392682965983, 13.495392682965985, 13.495392682965985, 1.7763568394002505e-15, 10000000.0, remaining
1, 3, 0.0826949626084, 0.761945723611, 0.5242514790018631, 0.049168123409599994, 0.821861914259, 0.18824020742377914, 1.5528692693239423, 0.22618343774625618, 0.4631956368191341, 0.1611862140651444, 1.6312707470659178, 0.22730930359928853, 1.5835490006900002, 1.64802822782, 1.1066586651377166, 0.175011784141, 2.2631661125, 0.36024065104733427, 0.0538908043200562, 0.03948880017757676, 0.04063110037431219, 0.038479739647206884, 0.05839422875290474, 0.0027523564777185787, 0.03643846783518578, 0.05547859469018774, 0.05611042883686756, 0.03312892690082218, 0.10195801650366153, 0.005530222421538149, 1.2179841286976927, 0.7259763086131031, 0.7025145767246972, 0.6173558359282547, 1.4116107679240317, 0.09356449299473005, 0.6094862130918185, 0.16224558263977804, 0.16352101744426273, 0.09508817618743286, 0.6438756923816205, 0.03340199272562238, 0.07409936290792113, 0.07409936290792113, 0.07409936290792114, 0.07409936290792113, 0.07409936290792113, 1.3877787807814457e-17, 2.1302783845555453, 2.1302783845555453, 2.1302783845555453, 2.1302783845555453, 2.1302783845555453, 0.0, 1172627.2970951, central body collision
1, 4, 0.137077029901, 0.10520059446, 0.22948985847376302, 0.049490473207800006, 0.710128112552, 0.12061510907212512, 2.396786007417165, 5.240076395161695, 4.507928798797095, 1.9181120695793281, 5.276216643985245, 0.5385698549630537, 2.52382867199, 6.30929116967, 6.124513811213482, 2.08049538576, 19.4324687427, 1.5214167047186882, 0.03643846783518578, 0.05547859469018774, 0.05611042883686756, 0.03312892690082218, 0.10195801650366153, 0.005530222421538149, 0.0432449926977997, 0.45843375108697626, 0.4509950986991978, 0.042459837296707506, 1.9087941019719428, 0.47148255677388057, 1.6407262026932037, 6.163496002354817, 6.242718509215894, 1.553094816021269, 10.51655463481445, 0.6900242582806821, 0.9164450269344924, 0.10510611391709869, 0.43198696471558035, 0.023152143559569766, 3.887102763786959, 0.4789344624956711, 0.4694222160117523, 0.4694222160117523, 0.4694222160117524, 0.4694222160117523, 0.4694222160117523, 5.551115123125783e-17, 0.7216963062203087, 0.7216963062203087, 0.7216963062203087, 0.7216963062203087, 0.7216963062203087, 0.0, 10000000.0, remaining
1, 5, 0.172354786684, 0.97628858104, 0.7889111412669227, 0.0497657613827, 0.994129638199, 0.20767760043580397, 2.508389763356038, 1.321117655911465, 2.584612116107099, 0.965776570046794, 3.9868958373510854, 0.7910918433300761, 2.83692481242, 108.139952417, 79.71663624469834, 1.41581863601, 496.431540443, 104.26694237026064, 0.0432449926977997, 0.45843375108697626, 0.4509950986991978, 0.042459837296707506, 1.9087941019719428, 0.47148255677388057, 0.23971601977451304, 2.1976388285275763, 2.160154377685568, 0.18929279192139029, 9.526043314444616, 2.383824603485565, 1.0911729242996702, 9.514194395853501, 9.447511796577007, 0.2572610143771355, 43.1925448901537, 10.970766429534905, 0.9066093076094365, 20.517208100438598, 20.062178365302547, 0.6564890444787155, 91.91259625414374, 23.38957320640505, 1.3856243843580585, 1.3856243843580585, 1.3856243843580587, 1.3856243843580585, 1.3856243843580585, 2.220446049250313e-16, 0.004526438687892096, 0.004526438687892096, 0.004526438687892097, 0.004526438687892096, 0.004526438687892096, 8.673617379884035e-19, 119419.1644012, ejected
1, 6, 0.143341146194, 0.060380139091800004, 0.0860535385904364, 0.0354909122235, 0.20814852656399999, 0.027385506991424204, 2.863772712084797, 2.551631042533784, 2.5452660980651425, 2.295735050388242, 3.2877050463526447, 0.11283135806889548, 2.8820533282, 2.8650978648299996, 2.7950499131611735, 2.29747574754, 4.07598710689, 0.22931990949955908, 0.23971601977451304, 2.1976388285275763, 2.160154377685568, 0.18929279192139029, 9.526043314444616, 2.383824603485565, 0.242544037947617, 1.9197582377982725, 1.4800858702668493, 0.21903236372692528, 3.8037897738936555, 0.9587405354777931, 1.1030109569874347, 0.04873957485368699, 0.20459198215130323, 0.010879901566864037, 1.523254665725685, 0.2283234901063786, 1.19666758410599, 0.059220876579269596, 0.18553508890102738, 0.02885994820038925, 1.7479574390605959, 0.2759267661090372, 220.92423402860385, 220.92423402860385, 220.9242340286038, 220.92423402860385, 220.92423402860385, 5.684341886080802e-14, 6.028372460756772, 6.028372460756772, 6.0283724607567715, 6.028372460756772, 6.028372460756772, 8.881784197001252e-16, 10000000.0, remaining
1, 7, 0.142989694991, 0.920976366967, 0.8130997313989415, 0.00861057831457, 0.9615338210519999, 0.18425329316211533, 2.394104792329758, 3.443785532439186, 3.2010515592754696, 0.9742162386302128, 3.979890351030576, 0.4929960312730838, 3.15173084879, 82.0917167132, 48.816737450094756, 1.08876483155, 183.385948128, 41.7917310142453, 0.242544037947617, 0.9256457778582488, 0.7395832515171962, 0.21903236372692528, 1.3519730507396719, 0.3575626850766302, 0.1327870140899572, -13.884525245652434, -0.051819282731834185, -13.97366352257552, 2.0055193992460807, 3.1509807332738786, 0.8356539554358222, 7.51412504059705, 5.6669099041080475, 0.5720963094716023, 11.445271236668932, 3.4027752545660763, 0.8730721009641345, -0.03192893136312582, 1.2795685827206493, -0.03512889006832777, 4.582056652271557, 0.7818172478229073, 0.1658822520522338, 0.1658822520522338, 0.1658822520522338, 0.1658822520522338, 0.1658822520522338, 0.0, 4.201227857879963, 4.201227857879963, 4.201227857879963, 4.201227857879963, 4.201227857879963, 0.0, 405296.0871785, ejected
1, 8, 0.08764551381310001, 1.0039810189700002, 0.6109271590442453, 0.00295837285035, 1.0040455133, 0.2609238783563567, 2.9192454584945695, 2.5770564489752714, 3.271404850714202, 2.302887183236221, 4.830515793999895, 0.6787701944368251, 3.47561343328, 996.698821409, 45.24735468953983, 2.39615349816, 996.698821409, 135.07626787157147, 0.1327870140899572, -13.884525245652434, -0.051819282731834185, -13.97366352257552, 2.0055193992460807, 3.1509807332738786, 0.12002245416846677, -8.43488498299444, -0.16685819570988022, -8.435465677072647, 0.859073197328885, 1.8696511186693596, 1.1453807754201504, -31.319557445473514, -0.6312028213942462, -38.88880543381449, 3.4286565120127785, 7.361247518987669, 0.5388236735451238, -125.88049393748412, -3.5408734113189895, -125.88833737328363, 12.088834639404558, 27.399055267263414, 0.23802565198275705, 0.23802565198275705, 0.23802565198275705, 0.23802565198275705, 0.23802565198275705, 0.0, 11.96368979636984, 11.96368979636984, 11.963689796369836, 11.96368979636984, 11.96368979636984, 3.552713678800501e-15, 41035.391075, ejected
1, 9, 0.08686110612369999, 0.5216109814559999, 0.17433098608679556, 0.016697397069600002, 0.529118177557, 0.09454447854647417, 5.422470203460822, 4.8198409363957255, 4.840818169728398, 3.2568690735580175, 6.015082123940431, 0.5487599646170849, 5.65939886771, 5.95396533792, 5.311472720047785, 3.04624602661, 9.84389809832, 0.8362102026790492, 0.12002245416846677, -8.43488498299444, -0.16685819570988022, -8.435465677072647, 0.859073197328885, 1.8696511186693596, 0.10181393050496353, 0.09245217399420935, 0.0949993024979553, 0.0885772435255251, 0.10685528630996435, 0.005169011567835898, 1.8558947000613828, -0.007944042549567917, 0.6156447360718676, -0.008193285245189622, 1.8713723231956592, 0.3803750769128704, 1.0539130900166156, 0.9583063116202087, 1.0262622639244032, 0.8604212181025624, 1.2807529517502965, 0.0906015257470757, 0.0835862528217199, 0.0835862528217199, 0.08358625282171991, 0.0835862528217199, 0.0835862528217199, 1.3877787807814457e-17, 0.3453267916016678, 0.3453267916016678, 0.34532679160166774, 0.3453267916016678, 0.3453267916016678, 5.551115123125783e-17, 561651.3232788, ejected
1, 10, 0.0299384638547, 0.291966729761, 0.2063631687275698, 0.025050081828700003, 0.382732483505, 0.07410984079200517, 5.465813626042561, 4.8595895512443, 4.488815824196701, 3.263176806787958, 5.4880959922346015, 0.48088200532354664, 5.803119892690001, 3.76808259513, 5.485293852996754, 3.40497010005, 7.5208376604, 0.8283119227525583, 0.10181393050496353, 0.09245217399420935, 0.0949993024979553, 0.0885772435255251, 0.10685528630996435, 0.005169011567835898, 0.12143344446023288, -8.8244232634797, -0.1765317356602286, -8.826401147859054, 0.902025752863249, 1.955871429921521, 0.9488448425896621, 1.043507684207255, 0.9816381363492247, 0.7807907049001018, 1.1622214549813668, 0.08220411865426451, 1.7609561145427308, -0.008289669444143515, 0.5924729906345207, -0.008375256387674732, 1.7609561145427308, 0.35580333766087324, 2.8958077517295373, 2.8958077517295373, 2.8958077517295377, 2.8958077517295373, 2.8958077517295373, 4.440892098500626e-16, 0.24204971885916138, 0.24204971885916138, 0.24204971885916127, 0.24204971885916138, 0.24204971885916138, 1.1102230246251565e-16, 10000000.0, remaining
